fips,Census Tract,Total Population,Population Density (Per Sq. Mile),"Area (Land, in Sq. Miles)",Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population: Less than High School,% Population: High School Graduate,% Population: Some College,% Population: Bachelor's Degree,% Population: Master's Degree,% Population: Professional School,% Population: Doctorate Degree,% Civilian Population in Labor Force 16 Years and Over: Unemployed,Median Family Income,% Households: No Earnings,% Households: with Wage or Salary Income,% Households: with Self-Employment Income,"% Households: with Interest, Dividends, or Net Rental Income",% Households: with Social Security Income,% Households: with Supplemental Security Income (Ssi),% Households: with Public Assistance Income,% Households: with Retirement Income,% Households: with Other Types of Income,Per Capita Income (In 2016 Inflation Adjusted Dollars),Gini Index,% Occupied Housing Units: Owner Occupied,Median Gross Rent,"% Households: Less than $40,000","% Households: $40,000 to $75,000","% Households: $75,000 to $125,000","% Households: $125,000 and Over",% Workers with Less than 20 Minute Commute,% Workers with 20 to 40 Minute Commute,% Workers with Over 40 Minute Commute,% Workers with No Commute
41051001802,Census Tract 18.02,3603,8617.063,0.418123944975807,3180,34,2,181,0,27,179,88.26,0.94,0.06,5.02,0,0.75,4.97,104,342,782,1071,434,90,84,3.58,11.76,26.9,36.84,14.93,3.1,2.89,5.35,56318,20.45,74.14,18.85,33.47,29.96,4.64,2.32,14.92,7.97,36958,0.4415,47.38,918,39.769999999999996,18.25,24.85,17.119999999999997,35.66,45.34,11.299999999999999,7.7
41051001900,Census Tract 19,4895,7115.116,0.687971913383382,4414,57,0,200,0,9,215,90.17,1.16,0,4.09,0,0.18,4.39,8,194,522,1282,826,426,159,0.23,5.68,15.28,37.52,24.17,12.47,4.65,6.27,109958,19.95,76,19.84,44.68,27.27,0.42,0.99,21.56,8.88,55018,0.4411,83.9,1039,22.28,11.370000000000001,21.4,44.940000000000005,40.71,40.36,7.6899999999999995,11.24
41051002e3,Census Tract 20,6306,11215.91,0.562236967893288,5450,99,70,319,0,66,302,86.43,1.57,1.11,5.06,0,1.05,4.79,79,390,1613,2372,714,156,59,1.47,7.25,29.96,44.06,13.26,2.9,1.1,7.06,49265,9.67,85.42,15.3,26.03,11.72,0.5,0.9,4.38,9.92,35167,0.429,26.4,1030,39.459999999999994,27.07,21.36,12.1,40.36,40.06,10.600000000000001,8.99
41051002100,Census Tract 21,2291,3686.185,0.621509829389171,1918,112,50,85,0,4,122,83.72,4.89,2.18,3.71,0,0.17,5.33,104,295,420,608,309,58,35,5.69,16.13,22.96,33.24,16.89,3.17,1.91,5.38,42838,12.78,84.05,10.87,13.1,12.46,1.75,1.43,8.02,7.46,31028,0.4172,13.25,963,47.54,32.54,12.39,7.539999999999999,38.97,39.55,15.080000000000002,6.41
41051002203,Census Tract 22.03,3555,6525.874,0.54475464751188,2801,374,33,66,0,22,259,78.79,10.52,0.93,1.86,0,0.62,7.29,166,388,723,977,422,133,75,5.76,13.45,25.07,33.88,14.63,4.61,2.6,6.02,55743,21.78,73.36,24.94,24.03,24.03,9.83,5.22,9.89,8.37,37315,0.5027,35.13,924,43.08,16.2,22.15,18.57,40.56,40.61,9.74,9.1
41051002303,Census Tract 23.03,2209,2900.534,0.761583837454073,1675,225,8,134,0,13,154,75.83,10.19,0.36,6.07,0,0.59,6.97,80,164,727,552,272,48,18,4.3,8.81,39.07,29.66,14.62,2.58,0.97,14.79,41212,42.74,55.99,6.36,34.13,34.13,4.12,1.2,20.81,16.47,32503,0.4695,13.47,1106,48.78999999999999,27.020000000000003,14,10.18,34.77,40.34,18.1,6.79
41051002401,Census Tract 24.01,2821,8669.177,0.325405754775698,2630,94,15,61,0,0,21,93.23,3.33,0.53,2.16,0,0,0.74,73,83,410,507,625,235,165,3.48,3.96,19.54,24.17,29.79,11.2,7.86,4.96,130223,9.54,82.85,30.01,42.87,20.21,0.7,1.4,17.76,5.16,65329,0.4306,79.53,1541,14,15.129999999999999,20.65,50.21,47.15,30.580000000000002,7.9,14.37
41051002402,Census Tract 24.02,3455,10189.23,0.339083424324746,2776,291,14,210,0,0,164,80.35,8.42,0.41,6.08,0,0,4.75,46,377,783,1103,479,224,186,1.44,11.79,24.48,34.49,14.98,7,5.82,3.58,50941,32.5,64.17,12.51,28.39,31.1,4.49,2.32,12.26,9.22,43162,0.4966,23.23,1193,39.4,29.019999999999996,15.11,16.46,56.629999999999995,29.81,6.75,6.8
41051002501,Census Tract 25.01,4699,9092.986,0.516771892379424,4202,58,8,160,10,6,255,89.42,1.23,0.17,3.4,0.21,0.13,5.43,47,213,569,1068,769,461,170,1.43,6.46,17.26,32.39,23.32,13.98,5.16,3.65,121429,13.55,82.37,22.68,49.89,27.04,1.42,1.08,20.69,9.41,55489,0.3823,88.1,1794,10.989999999999998,15.809999999999999,24.72,48.480000000000004,47.61,36.28,4.82,11.29
41051002502,Census Tract 25.02,4398,10371.81,0.424034010968391,3883,131,23,156,0,46,159,88.29,2.98,0.52,3.55,0,1.05,3.62,102,325,725,1512,621,266,92,2.8,8.92,19.9,41.5,17.05,7.3,2.53,4.68,60801,17.31,79.47,21.84,31.5,19.94,2.15,1.37,12.24,10.58,46434,0.5008,34.08,1080,29.740000000000002,27.799999999999997,22.04,20.43,43.75,39.83,8.21,8.21
41051002600,Census Tract 26,2899,7373.984,0.393138887129979,2684,61,0,61,0,9,84,92.58,2.1,0,2.1,0,0.31,2.9,34,125,436,736,475,157,106,1.64,6.04,21.07,35.57,22.96,7.59,5.12,2.8,110781,14.97,78.6,21.85,43.25,27.09,5.6,0,15.79,9.73,51974,0.4211,83.75,1559,17.080000000000002,16.53,19.93,46.47,34.72,43.269999999999996,10.899999999999999,11.11
41051002701,Census Tract 27.01,3424,9715.186,0.352437926353327,3011,21,8,162,0,24,198,87.94,0.61,0.23,4.73,0,0.7,5.78,26,157,547,961,564,174,85,1.03,6.25,21.76,38.23,22.43,6.92,3.38,6.35,112065,10.94,84.93,19.61,50,24.15,4.7,4.7,17.02,15.64,55995,0.4394,91.9,2157,14.75,14.84,24.07,46.36,42.019999999999996,36.74,9.16,12.09
41051002702,Census Tract 27.02,2951,8917.271,0.330930876899816,2425,257,14,30,0,67,158,82.18,8.71,0.47,1.02,0,2.27,5.35,64,284,710,719,406,79,64,2.75,12.21,30.52,30.91,17.45,3.4,2.75,9.02,48971,29.73,66.13,15.8,25.71,29.73,8.61,2.2,18.52,9.52,40015,0.5129,37.31,872,44.43,18.259999999999998,13.74,23.57,40.79,38.89,5.9799999999999995,14.34
41051002801,Census Tract 28.01,3007,8492.236,0.354088127049237,2735,0,1,136,0,33,102,90.95,0,0.03,4.52,0,1.1,3.39,30,155,574,866,499,91,77,1.31,6.76,25.04,37.78,21.77,3.97,3.36,4.46,88750,15.11,82.07,19.94,41.32,20.82,1.53,0.64,18.73,7.07,40721,0.3436,76.37,1111,19.29,20.569999999999997,27.65,32.480000000000004,39.53,39.71,10.85,9.91
41051002802,Census Tract 28.02,3149,8299.495,0.379420676852557,2814,75,10,122,0,9,119,89.36,2.38,0.32,3.87,0,0.29,3.78,66,249,729,750,454,63,59,2.78,10.51,30.76,31.65,19.16,2.66,2.49,3.26,70663,13.34,80.7,19.82,23.99,19.6,2.68,3.87,16.24,8.87,41918,0.3935,68.63,1122,17.21,35.92,21.02,25.86,31.93,46.41,14.27,7.39
41051002901,Census Tract 29.01,4339,7315.531,0.593121666972974,3848,18,28,246,0,73,126,88.68,0.41,0.65,5.67,0,1.68,2.9,189,550,898,1030,673,90,31,5.46,15.89,25.95,29.76,19.45,2.6,0.9,6.97,63669,19.24,75.9,22.44,30.06,23.7,3.31,1.75,13.08,10.02,37664,0.4157,70.64,1264,30.81,28.560000000000002,24.299999999999997,16.33,28.8,46.41,14.47,10.31
41051002902,Census Tract 29.02,5257,5406.901,0.972275933324788,4302,136,28,454,0,131,206,81.83,2.59,0.53,8.64,0,2.49,3.92,193,809,1325,1094,424,145,45,4.78,20.05,32.84,27.11,10.51,3.59,1.12,8.15,53292,11.6,84.16,17.03,22.13,18.43,2.1,2.22,14.48,10.12,30730,0.3848,58.7,1e3,36.2,32.13,21.47,10.21,34.34,33.92,21.130000000000003,10.6
41051002903,Census Tract 29.03,5779,5135.889,1.12521911298431,3802,745,49,1049,0,59,75,65.79,12.89,0.85,18.15,0,1.02,1.3,255,715,1715,872,296,60,37,6.46,18.1,43.42,22.08,7.49,1.52,0.94,8.68,59006,15.26,82.98,18.16,22.49,25.11,6.56,2.81,14.46,16.55,27735,0.4191,64.86,1218,33.38,28.910000000000004,23.96,13.74,35.28,43.59,16.2,4.93
41051003e3,Census Tract 30,4936,7831.505,0.630274734863636,4219,234,0,239,18,37,189,85.47,4.74,0,4.84,0.36,0.75,3.83,70,378,994,1291,754,186,90,1.86,10.05,26.42,34.31,20.04,4.94,2.39,4.53,98889,13.16,81.17,23.27,39.34,22.7,5.1,2.5,15.97,11.79,43282,0.3374,83.42,1259,15.099999999999998,20.049999999999997,30.46,34.39,29.75,46.86,9.799999999999999,13.58
41051003100,Census Tract 31,4980,10037.23,0.496152877928392,4253,149,20,220,0,106,232,85.4,2.99,0.4,4.42,0,2.13,4.66,80,314,769,1714,564,215,126,2.12,8.3,20.33,45.32,14.91,5.68,3.33,7.04,89826,12.42,82.48,29.21,27.56,16.43,0.88,3.86,13.24,13.29,44302,0.4279,68.26,1196,18.130000000000003,22.31,32.15,27.4,34.27,43.27,11.58,10.87
41051003200,Census Tract 32,3979,8996.578,0.44227926924758,3286,365,27,60,0,11,230,82.58,9.17,0.68,1.51,0,0.28,5.78,54,202,609,1244,582,259,107,1.77,6.61,19.92,40.69,19.04,8.47,3.5,4.22,88882,11.27,81.41,26.87,31.02,19.13,1.52,3.17,12.92,10.42,49791,0.4544,72.21,1288,25.48,16.7,22.299999999999997,35.53,30.48,45.489999999999995,12.940000000000001,11.09
41051003301,Census Tract 33.01,3375,11790.9,0.286237619633759,2509,386,107,57,0,9,307,74.34,11.44,3.17,1.69,0,0.27,9.1,219,338,542,925,464,68,10,8.53,13.17,21.12,36.05,18.08,2.65,0.39,6.73,70341,19.49,78.87,17.94,24.57,18.43,6.55,3.6,6.63,6.31,29607,0.426,52.42,1228,34.22,18.259999999999998,28.74,18.75,27.29,55.13,13.33,4.26
41051003302,Census Tract 33.02,3012,11103.33,0.271269982718067,2232,490,8,92,0,34,156,74.1,16.27,0.27,3.05,0,1.13,5.18,152,282,597,851,416,33,14,6.48,12.03,25.46,36.29,17.74,1.41,0.6,5.11,64316,12.55,85.52,21.17,33.56,14.56,2.76,0.92,3.93,9.46,33161,0.4128,59.25,1326,27.939999999999998,29.369999999999997,25.52,17.16,27.68,40.61,20.73,10.97
41051003401,Census Tract 34.01,3690,10014.17,0.368477769008968,2499,750,0,125,0,64,252,67.72,20.33,0,3.39,0,1.73,6.83,153,267,546,926,419,94,19,6.31,11.01,22.52,38.2,17.29,3.88,0.78,4.68,59413,11.61,85.54,17.18,25.66,11.88,2.51,4.28,8.08,11.68,33238,0.4459,51.66,955,34.01,24.85,16.63,24.51,37.78,40.08,10.270000000000001,11.87
41051003402,Census Tract 34.02,3708,12419.31,0.298567406489914,2754,640,0,43,0,36,235,74.27,17.26,0,1.16,0,0.97,6.34,88,261,756,1315,434,84,35,2.96,8.78,25.43,44.23,14.6,2.83,1.18,4.01,70972,13.6,85.19,10.74,20.34,14.3,7.18,5.47,3.05,1.53,34759,0.4128,36.36,1293,27.720000000000002,24.86,32.230000000000004,15.190000000000001,39.15,38.64,12.629999999999999,9.58
41051003501,Census Tract 35.01,3642,7337.459,0.496357125978962,2795,396,6,159,0,141,145,76.74,10.87,0.16,4.37,0,3.87,3.98,259,345,767,995,367,85,74,8.96,11.93,26.52,34.41,12.69,2.94,2.56,6.3,52674,13.48,80.31,17.87,19.37,20.63,4.89,4.89,11.16,13.48,34637,0.4702,45.71,1019,41.99999999999999,16.61,22.19,19.18,34.38,44.95,12.44,8.23
41051003502,Census Tract 35.02,2285,4882.19,0.46802765109336403,1915,167,2,105,0,0,96,83.81,7.31,0.09,4.6,0,0,4.2,39,194,484,549,370,113,56,2.16,10.75,26.81,30.42,20.5,6.26,3.1,5.78,90515,12.65,85.57,15.98,36.18,20.2,3.33,1.78,13.32,5.66,42818,0.4366,63.93,1349,24.759999999999998,19.54,25.09,30.630000000000003,50.32,29.31,12.44,7.93
41051003601,Census Tract 36.01,4730,7498.981,0.6307523432541,3244,1069,77,46,0,73,221,68.58,22.6,1.63,0.97,0,1.54,4.67,100,601,1020,1223,635,123,52,2.66,16.01,27.17,32.58,16.92,3.28,1.39,8.71,65134,9.79,85.66,18.95,19.78,17.92,3.52,2.9,13.72,10.98,34682,0.4347,66.49,1233,28.27,31.439999999999998,22.73,17.560000000000002,35.309999999999995,44.05,14.829999999999998,5.81
41051003602,Census Tract 36.02,6971,8148.178,0.855528674264128,4971,1311,27,107,7,77,471,71.31,18.81,0.39,1.53,0.1,1.1,6.76,221,706,1363,1693,663,63,148,4.55,14.54,28.06,34.86,13.65,1.3,3.05,8.65,86613,15.56,81.97,11.17,26.13,28.73,3.32,5.58,22.63,13.85,32892,0.3455,71.06,1402,18.55,26.419999999999998,29.33,25.7,26.93,42.41,20.08,10.58
41051003603,Census Tract 36.03,1593,4478.258,0.355718636534223,1059,268,6,107,0,0,153,66.48,16.82,0.38,6.72,0,0,9.6,27,175,393,365,219,34,30,2.17,14.08,31.62,29.36,17.62,2.74,2.41,8.1,65347,15.25,79.35,18.34,27.58,23.57,3.24,6.16,24.35,22.5,35824,0.4062,78.27,1389,28.5,31.59,17.41,22.49,23.64,47.39,17.2,11.76
41051003701,Census Tract 37.01,4042,7091.849,0.569950131043078,2500,677,37,357,0,129,342,61.85,16.75,0.92,8.83,0,3.19,8.46,189,592,816,993,312,63,86,6.19,19.4,26.75,32.55,10.23,2.06,2.82,8.78,49464,17.6,78.54,21.17,16.49,23.27,4.8,2.28,7.25,11.4,27460,0.4198,49.77,920,41.7,26.259999999999998,20.82,11.23,44.52,31.5,20.26,3.73
41051003702,Census Tract 37.02,2733,8336.096,0.327851325952089,2283,313,0,36,10,0,91,83.53,11.45,0,1.32,0.37,0,3.33,93,181,626,1024,243,65,51,4.07,7.93,27.42,44.85,10.64,2.85,2.23,8.99,75804,17.96,74.19,20.02,30.23,20.51,4.32,3.43,13.05,14.82,38438,0.4998,63.3,1246,33.46,16.1,23.85,26.6,34.35,46.260000000000005,14.46,4.93
41051003801,Census Tract 38.01,2944,6161.969,0.477769395070556,2237,159,0,147,105,61,235,75.99,5.4,0,4.99,3.57,2.07,7.98,171,196,821,619,372,38,25,7.63,8.74,36.62,27.61,16.59,1.69,1.12,4.89,50897,14.82,82.96,11,25.44,17.19,3.13,3.06,11.08,11.76,28836,0.432,56.46,1010,38.730000000000004,28.73,21.01,11.53,40.510000000000005,43.010000000000005,11.37,5.13
41051003802,Census Tract 38.02,3475,8115.951,0.428169165262542,2843,81,13,134,45,203,156,81.81,2.33,0.37,3.86,1.29,5.84,4.49,158,318,836,729,405,89,49,6.11,12.31,32.35,28.21,15.67,3.44,1.9,6.81,76705,11.97,85.33,15.11,23.72,15.62,4.38,1.82,12.92,13.8,34851,0.3593,62.12,1538,19.85,26.86,37.3,15.98,36.660000000000004,41.71,17.53,4.1
41051003803,Census Tract 38.03,4362,9175.604,0.475391005672613,3249,549,34,218,10,82,220,74.48,12.59,0.78,5,0.23,1.88,5.04,333,435,1172,1025,324,57,33,9.85,12.87,34.68,30.33,9.59,1.69,0.98,8.26,61953,18.12,79.38,15.57,20.92,20.2,4.22,6.48,10.64,12.42,31510,0.4618,56.39,1100,30.789999999999996,30.009999999999998,24.84,14.379999999999999,47.21,33.08,14.18,5.54
41051003901,Census Tract 39.01,7677,7886.173,0.973475938884659,5510,1381,0,458,0,89,239,71.77,17.99,0,5.97,0,1.16,3.11,788,906,2014,1113,387,200,29,14.49,16.66,37.04,20.47,7.12,3.68,0.53,7.19,61084,17.37,80.04,7.78,15.52,19.19,7.57,6.48,12.89,14.47,25943,0.3806,69.39,956,32.74,29.810000000000002,27.21,10.219999999999999,33.42,37.76,24.07,4.74
41051003902,Census Tract 39.02,3382,7741.358,0.436874224899884,2811,198,0,183,16,21,153,83.12,5.85,0,5.41,0.47,0.62,4.52,57,387,650,916,264,105,83,2.32,15.72,26.4,37.21,10.72,4.26,3.37,2.08,71094,12.45,81.48,23.04,27.78,20,2.8,4.67,11.83,13.54,33504,0.3875,80.47,1221,22.650000000000002,29.82,29.339999999999996,18.21,27.14,48.8,15.829999999999998,8.23
41051004001,Census Tract 40.01,8333,11734.77,0.710112170403878,5548,1570,169,148,251,99,548,66.58,18.84,2.03,1.78,3.01,1.19,6.58,784,1334,1373,1023,259,63,44,16.07,27.34,28.14,20.96,5.31,1.29,0.9,16.02,37667,19.82,78.08,10.33,12.8,20.15,6.79,5.24,9.89,10.15,16954,0.4439,41.92,926,52.06999999999999,26.709999999999997,16.310000000000002,4.91,29.05,43.33,22.660000000000004,4.95
41051004002,Census Tract 40.02,6387,6717.448,0.950807494088776,5114,129,42,385,112,55,550,80.07,2.02,0.66,6.03,1.75,0.86,8.61,142,616,783,669,487,31,115,4.99,21.67,27.54,23.53,17.13,1.09,4.05,10.31,59508,18.12,77.83,13.94,25.86,23.1,3.81,5.34,18.55,12.84,23426,0.4242,60.75,1418,31.89,28.44,16.96,22.73,45.379999999999995,34.25,12.389999999999999,7.99
41051004101,Census Tract 41.01,7338,2666.287,2.75214170876467,5487,571,119,277,226,135,523,74.78,7.78,1.62,3.77,3.08,1.84,7.13,780,1059,1606,1080,377,69,77,15.45,20.98,31.81,21.39,7.47,1.37,1.53,10.41,61806,20.45,79.55,12.8,19.74,22.17,9.62,4.4,12.26,9.51,24794,0.3655,58.63,946,35.269999999999996,27.07,30.11,7.539999999999999,25.47,52.019999999999996,18.37,4.15
41051004102,Census Tract 41.02,5175,6980.292,0.741372933002006,4235,142,60,276,218,184,60,81.84,2.74,1.16,5.33,4.21,3.56,1.16,411,658,1351,971,515,27,38,10.35,16.57,34.02,24.45,12.97,0.68,0.96,6.77,52034,20.61,74.08,13.8,24.18,23.15,3.38,3.94,15.26,8.87,28900,0.4444,66.53,1049,38.21,26.520000000000003,24.270000000000003,10.98,26.340000000000003,52.16,15.780000000000001,5.73
41051004200,Census Tract 42,3438,4620.577,0.744062906855167,2867,182,10,74,0,152,153,83.39,5.29,0.29,2.15,0,4.42,4.45,142,439,617,795,351,48,78,5.75,17.77,24.98,32.19,14.21,1.94,3.16,5,47089,18.09,80.7,13.81,18.64,17.13,7.96,1.63,8.08,6.51,30354,0.432,46.86,897,42.22,26.11,22.92,8.74,26.87,47.97,19.55,5.6
41051004300,Census Tract 43,1062,110.5014,9.61073873701345,921,10,15,53,0,8,55,86.72,0.94,1.41,4.99,0,0.75,5.18,6,150,269,225,130,41,33,0.7,17.56,31.5,26.35,15.22,4.8,3.86,3.58,92159,15.29,79.41,17.41,33.33,28.24,0,2.76,14.44,13.8,53056,0.4301,84.08,1329,20.18,19.96,22.09,37.79,18.32,52.599999999999994,18.32,10.77
