qualifying_name,fips,census_tract,total_population,population_density,area,white,black,am_indian,asian,pac_isl,other_race,two_more_races,below_hs,hs_degree,some_college,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,unemployment_rate,hhs_less_10k,hhs_10k_14999,hhs_15k_19999,hhs_20k_24999,hhs_25k_29999,hhs_30k_34999,hhs_35k_39999,hhs_40k_44999,hhs_45k_49999,hhs_50k_59999,hhs_60k_74999,hhs_75k_99999,hhs_100k_124999,hhs_125k_149999,hhs_150k_199999,hhs_200k_more,med_family_income,med_nonfamily_income,hhs_with_no_earnings,hhs_capital_income,hhs_social_security,hhs_ssi,hhs_public_assistance_income,hhs_retirement_income,renter_occupied_units,owner_occupied_units,10_less_commute,% Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over: Worked At Home_1,Workers 16 Years and Over: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over:_1,no_commute
"Block Group 4, Census Tract 20, Multnomah County, Oregon",410510020004,2e3,1607,13688.54,0.117397455123344,84.26,2.86,0,5.54,0,1.99,5.35,0.28,10.72,36.08,41.83,10.09,0.99,0,10.63,0,5.47,7.97,4.78,3.53,8.54,0,5.92,6.49,9.45,5.81,16.97,11.73,6.95,4.56,1.82,55862,53607,7.18,26.99,12.64,1.82,0,5.13,81.09,18.91,20.14,93.08,78,13,107,58,177,210,257,227,1049,1127,6.92
"Block Group 5, Census Tract 20, Multnomah County, Oregon",410510020005,2e3,1777,16228.92,0.109495874112158,91.33,1.91,0.62,0,0,1.91,4.22,0,2.56,32.27,52.88,9.09,2.05,1.15,2.71,4.91,2.85,5.71,8.56,8.56,6.62,6.28,14.61,2.74,8.56,14.16,3.31,2.4,8.11,2.63,0,43170,36429,14.84,30.48,11.19,0,1.71,0,72.37,27.63,4.07,88.65,117,0,30,67,231,228,316,42,914,1031,11.35
"Block Group 1, Census Tract 21, Multnomah County, Oregon",410510021001,2100,1012,2217.604,0.456348446402068,76.58,6.42,1.38,6.82,0,0.4,8.4,8.56,10.28,24.64,40.45,11.2,3.43,1.45,5.04,6.67,1.26,10.09,3.96,11.71,5.23,9.73,8.11,7.57,8.65,8.83,11.89,1.26,0,2.88,2.16,41250,36600,10.45,14.23,7.39,2.7,0,5.95,98.38,1.62,4.4,94.54,36,8,27,60,108,199,192,29,623,659,5.46
"Block Group 2, Census Tract 21, Multnomah County, Oregon",410510021002,2100,1279,7743.941,0.165161382987103,89.37,3.67,2.81,1.25,0,0,2.89,3.64,20.28,21.78,28.13,20.93,2.99,2.24,5.62,7.66,2.13,9.5,13.05,2.7,4.11,7.52,2.55,0,11.06,18.44,4.96,6.81,2.27,3.69,3.55,50250,35833,14.61,12.2,16.45,0.99,2.55,9.65,77.59,22.41,9.37,92.89,63,16,25,97,160,144,298,83,823,886,7.11
"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",410510022031,2203,645,2181.414,0.295679748323158,92.09,5.43,0,0,0,1.4,1.09,13.15,9.17,26.82,28.03,17.3,2.08,3.46,1.93,8.67,8.98,5.88,5.26,0,18.58,4.95,4.02,0,5.57,15.17,2.48,3.1,3.1,4.95,9.29,37656,31792,20.74,19.81,26.93,6.19,8.36,8.05,76.16,23.84,4.55,87.63,49,12,0,9,38,118,152,18,347,396,12.37
"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",410510022032,2203,776,9694.48,0.0800455446125619,95.23,0,1.42,2.45,0,0,0.9,0,13.75,12.99,49.85,12.39,7.7,3.32,1.49,0,9.3,10.59,1.81,2.33,0,7.75,9.82,5.68,6.98,4.39,8.01,10.34,12.14,2.33,8.53,52386,44397,3.88,29.72,10.08,6.98,2.84,10.34,53.23,46.77,13.04,85.39,84,10,28,32,49,133,164,75,491,575,14.61
"Block Group 3, Census Tract 22.03, Multnomah County, Oregon",410510022033,2203,1082,14490,0.0746721606432153,71.44,11.83,0,1.02,0,0,15.71,1.92,12.52,20.56,42.27,18.01,2.3,2.43,5.39,0,2.56,2.05,0,1.79,7.42,8.95,0,0,4.35,4.6,34.78,10.74,6.14,11.51,5.12,89659,87955,12.53,32.48,16.37,0,4.6,9.72,61.13,38.87,4.36,90.44,68,0,0,21,155,221,215,31,643,711,9.56
"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",410510022034,2203,1052,11149.12,0.0943571939329449,66.06,20.06,2.09,3.42,0,1.24,7.13,8.71,16.96,37.28,17.89,11.5,6.04,1.63,14.03,25.78,16.27,6.95,7.68,1.46,2.01,0,0,1.65,1.83,5.3,8.59,9.32,6.22,1.65,5.3,20393,14041,41.68,16.45,37.66,21.02,5.48,10.79,69.1,30.9,14.8,100,0,0,10,93,75,108,163,78,527,527,0
"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",410510023031,2303,777,1754.799,0.442785835301167,75.16,16.47,0,1.8,0,1.03,5.53,3.65,9.82,57.92,16.83,10.38,1.4,0,22.5,33.33,3.51,9.77,1.25,4.26,3.51,2.51,4.26,13.03,0,8.52,2.01,3.26,2.76,8.02,0,28750,28603,39.6,22.81,22.81,7.77,2.01,10.78,82.71,17.29,13.9,97.52,10,30,7,46,0,180,74,56,393,403,2.48
"Block Group 2, Census Tract 23.03, Multnomah County, Oregon",410510023032,2303,1432,4491.873,0.318798002152906,76.19,6.77,0.56,8.38,0,0.35,7.75,4.7,8.19,27.35,37.63,17.25,3.31,1.57,9.6,10.99,7.15,4.16,5.02,10.57,0.85,6.08,7.47,3.84,7.9,8.32,12.59,5.12,5.23,4.7,0,43547,39712,44.08,38.95,38.95,2.56,0.85,25.08,88.15,11.85,13.83,90.58,62,26,6,77,79,169,148,91,596,658,9.42
"Block Group 1, Census Tract 24.01, Multnomah County, Oregon",410510024011,2401,1156,6980.433,0.165605786590517,92.82,5.36,0,0,0,0,1.82,2.43,4.75,17.02,27.4,32.6,10.06,5.75,4.97,7.73,0,0,1.77,0,1.55,1.32,1.99,0,3.75,5.3,9.05,8.39,9.27,20.97,28.92,149886,107768,12.8,43.05,24.28,1.77,0,17.66,7.06,92.94,3.97,87.65,84,11,49,52,69,162,226,27,596,680,12.35
"Block Group 2, Census Tract 24.01, Multnomah County, Oregon",410510024012,2401,665,8833.837,0.0752787271601258,90.68,4.21,1.5,3.61,0,0,0,5.45,0,16.77,20.96,29.35,16.77,10.69,5.79,0,0,0,0,4.09,4.09,3.72,4.46,0,17.47,4.46,11.52,12.27,11.52,13.38,13.01,102563,85806,5.95,43.12,14.87,0,1.86,13.75,36.43,63.57,13.16,73.42,105,0,10,0,23,85,120,52,290,395,26.58
"Block Group 3, Census Tract 24.01, Multnomah County, Oregon",410510024013,2401,1e3,11831.35,0.0845212410250549,95.4,0.4,0.5,3.7,0,0,0,3.49,5.59,24.58,22.21,26.54,8.94,8.66,4.4,0,1.9,0,2.14,2.85,6.18,4.04,0,1.43,6.41,4.51,9.26,12.83,12.59,10.21,25.65,118750,75893,8.31,42.52,19.24,0,2.61,20.43,24.7,75.3,15.76,91.3,53,0,11,0,65,111,273,96,556,609,8.7
"Block Group 1, Census Tract 24.02, Multnomah County, Oregon",410510024021,2402,1043,14123.93,0.0738462880909101,66.25,19.27,0,7.38,0,0,7.09,4.87,16.83,25.82,21.38,17.35,6.77,6.98,3.58,15.54,11.65,3.45,7.48,10.79,3.45,8.35,0,1.44,7.48,12.81,7.05,2.45,0,3.31,4.75,30781,26950,33.53,14.1,27.34,9.21,2.45,5.18,84.89,15.11,24.67,94.87,31,11,0,35,47,105,226,149,573,604,5.13
"Block Group 2, Census Tract 24.02, Multnomah County, Oregon",410510024022,2402,1190,14309.46,0.0831617752669124,87.06,3.87,1.18,3.87,0,0,4.03,0,4.38,24.74,36.94,14.09,10.14,9.71,0,11.68,4.02,7.16,1.63,1.51,0,1.88,4.77,7.66,11.81,9.55,16.33,3.27,3.64,4.4,10.68,54962,52877,44.47,34.8,42.46,0,0,23.62,74.75,25.25,11.55,100,0,22,0,16,53,152,255,65,563,563,0
"Block Group 3, Census Tract 24.02, Multnomah County, Oregon",410510024023,2402,1222,6711.507,0.182075360966923,85.84,3.6,0,7.12,0,0,3.44,0,15.34,23.05,43.25,13.87,3.86,0.64,5.72,3.79,10.34,0,2.41,3.1,7.41,2.59,11.38,2.41,9.48,7.93,8.97,6.72,10.69,6.72,6.03,56410,44891,14.83,36.72,20,5,5.34,5.17,69.83,30.17,17.55,87.86,110,0,23,33,13,248,320,159,796,906,12.14
"Block Group 1, Census Tract 25.01, Multnomah County, Oregon",410510025011,2501,674,7964.176,0.0846289635318774,82.64,2.23,0,7.86,0,0,7.27,1.62,6.68,14.17,30.36,34.01,11.94,1.21,3.74,3.2,3.2,0,0,0,0,0,8.54,2.85,5.69,0,2.49,14.95,11.74,21.71,25.62,145156,113056,12.1,38.08,15.3,2.85,0,5.69,10.68,89.32,10.92,89.32,44,0,0,9,71,123,120,45,368,412,10.68
"Block Group 2, Census Tract 25.01, Multnomah County, Oregon",410510025012,2501,860,9562.526,0.0899343935184256,92.91,1.86,0.93,0.93,0,0,3.37,0,6.74,25.88,29.4,16.39,16.08,5.51,4.4,0,0,2.52,2.52,0,0,2.52,0,0,2.52,14.01,10.92,20.45,9.8,21.01,13.73,114219,90556,12.89,50.42,26.89,0,2.8,19.05,15.41,84.59,11.2,87.4,63,0,10,10,99,99,163,56,437,500,12.6
"Block Group 3, Census Tract 25.01, Multnomah County, Oregon",410510025013,2501,1059,12166.15,0.0870448048407946,89.9,0.57,0,6.89,0.94,0,1.7,2.32,11.03,17.13,37.88,16.84,9.14,5.66,0,0,2.49,0,10.25,1.66,2.49,0,0,2.49,2.49,6.65,5.82,8.31,22.44,8.31,26.59,131493,23194,14.4,46.26,22.99,0,2.49,14.68,7.76,92.24,15.48,90.67,47,0,0,27,51,101,200,78,457,504,9.33
"Block Group 4, Census Tract 25.01, Multnomah County, Oregon",410510025014,2501,654,7664.906,0.0853239474468608,86.7,0,0,2.29,0,0,11.01,1.75,5.7,15.13,28.95,21.05,16.01,11.4,6.12,0,0,3.24,3.64,3.64,0,0,12.15,3.64,4.86,10.93,12.96,6.07,0,19.03,19.84,98264,NA,13.77,57.09,31.98,0,0,39.27,20.24,79.76,13.04,92.24,25,0,0,0,30,112,113,42,297,322,7.76
"Block Group 5, Census Tract 25.01, Multnomah County, Oregon",410510025015,2501,804,9417.755,0.0853706658100346,88.06,2.61,0,0,0,0.75,8.58,1.07,2.49,18.47,27.89,26.47,18.83,4.8,1.71,0,0,6.16,2.74,3.08,0,0,0,0,5.82,0,27.74,14.04,9.25,7.19,23.97,108125,7e4,9.25,52.4,42.12,2.74,0,35.27,6.85,93.15,22.17,83.12,67,0,6,8,36,83,109,88,330,397,16.88
"Block Group 6, Census Tract 25.01, Multnomah County, Oregon",410510025016,2501,648,7671.443,0.0844691172314312,95.52,0,0,1.7,0,0,2.78,2.04,4.52,8.82,39.82,30.09,12.44,2.26,8.04,3.98,0,0,0,4.42,0,3.54,0,0,0,15.49,15.04,9.29,3.98,13.27,30.97,108889,90833,20.35,58.41,23.45,3.98,0,12.39,11.95,88.05,13.87,90.51,26,0,17,29,33,36,95,38,248,274,9.49
"Block Group 1, Census Tract 25.02, Multnomah County, Oregon",410510025021,2502,909,8441.465,0.107682738298401,88.45,0,0,3.96,0,0,7.59,2.52,1.42,8.68,56.62,21.61,7.57,1.58,2.62,6.06,0,4.85,0,0,0,0,3.94,0,4.85,8.48,14.55,15.15,8.18,8.79,25.15,104318,61932,20.3,37.27,17.27,0,0,12.42,39.09,60.91,12.19,76.03,116,0,25,0,72,82,130,59,368,484,23.97
"Block Group 2, Census Tract 25.02, Multnomah County, Oregon",410510025022,2502,882,7575.827,0.116422933233667,95.35,1.36,0,1.13,0,0,2.15,4.68,11.5,22.5,38.69,15.17,5.18,2.28,7.45,2.21,0,6.62,0,6.37,0,2.21,8.58,2.94,18.14,13.24,19.61,11.76,0,5.15,3.19,63182,55357,9.56,35.54,15.2,0,0,17.89,67.16,32.84,8.49,91.35,55,0,17,20,84,239,167,54,581,636,8.65
"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",410510025023,2502,1504,15367.82,0.097866862703611,85.97,5.45,1.53,1.99,0,1.46,3.59,3.8,13.26,23.95,37.36,10,8.14,3.49,3.75,9.15,2.97,8.16,6.3,2.35,11.87,5.07,3.21,3.46,15.95,9.64,9.27,2.97,0,4.45,5.19,47083,34762,20.89,21.51,21.38,4.7,2.6,8.53,78.49,21.51,7.98,97.08,30,15,0,96,140,208,457,82,998,1028,2.92
"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",410510025024,2502,1103,10807.21,0.102061476732711,85.68,3.35,0,7.25,0,2.18,1.54,0,5.82,19.72,39.33,25.32,7.76,2.05,4.85,7.34,1.79,1.79,3.57,2.98,0,8.73,1.98,1.98,9.92,1.39,15.67,9.52,6.55,1.59,25.2,87778,39773,15.87,40.48,23.21,1.19,1.39,13.49,62.3,37.7,11.28,95.19,35,0,0,63,116,204,227,82,692,727,4.81
"Block Group 1, Census Tract 26, Multnomah County, Oregon",410510026001,2600,1062,8904.826,0.119261170322025,95.29,2.26,0,0,0,0,2.45,0,5.95,19.62,38.73,22.15,8.61,4.94,8.22,0,1.98,7.92,0,0,9.9,0,2.72,0,4.7,10.4,8.17,5.94,7.18,12.62,28.47,123056,84444,10.64,46.78,33.91,9.41,0,19.06,13.37,86.63,4.05,93.6,30,9,8,37,67,98,201,19,439,469,6.4
"Block Group 2, Census Tract 26, Multnomah County, Oregon",410510026002,2600,1089,10872.36,0.100162240133931,91.09,0,0,4.87,0,0.83,3.21,1.09,6.69,20.77,39.21,21.31,7.1,3.83,0,2.06,7.97,0,1.54,0,4.11,0,0,2.06,1.8,12.08,15.42,4.63,15.68,11.05,21.59,123194,49375,11.31,31.36,21.34,5.91,0,4.11,19.79,80.21,5.41,86.74,76,11,0,46,81,237,91,31,497,573,13.26
"Block Group 3, Census Tract 26, Multnomah County, Oregon",410510026003,2600,748,4305.892,0.173715476674023,90.91,4.95,0,1.07,0,0,3.07,4.75,5.3,23.58,26.14,26.33,6.76,7.13,0,0,2.7,3.38,0,2.7,6.42,0,0,2.36,2.36,10.81,19.93,7.77,19.26,11.82,10.47,96786,73235,25.68,54.05,25.34,0,0,26.69,15.54,84.46,13.76,86.49,55,8,9,30,22,122,105,56,352,407,13.51
"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",410510027011,2701,942,8471.302,0.111198970806042,86.2,0,0.85,4.46,0,0,8.49,0.55,3.88,33.43,31.76,19.69,6.66,4.02,3.85,0,2.34,0,0,6.51,1.56,9.64,0,3.91,4.69,3.65,12.76,13.02,17.45,12.76,11.72,108438,76375,13.02,50.26,14.84,6.77,8.59,10.42,8.59,91.41,9.86,85.69,74,0,24,12,70,180,106,51,443,517,14.31
"Block Group 2, Census Tract 27.01, Multnomah County, Oregon",410510027012,2701,1493,10417.67,0.143314177517425,92.5,0,0,3.35,0,1.61,2.55,0,3.86,12.93,41.89,25.77,10.91,4.63,6.17,1.44,0,0,1.86,1.44,3.3,1.86,1.03,0,7.22,5.57,12.58,12.58,10.52,10.72,29.9,125859,70357,7.42,49.48,21.44,1.86,0,16.49,10.72,89.28,10.17,88.89,83,9,0,57,87,180,255,76,664,747,11.11
"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",410510027013,2701,989,10099.59,0.0979247780298596,82.71,2.12,0,7.08,0,0,8.09,2.91,11.76,22.72,39.37,20.48,1.72,1.06,9.36,0,2.47,3.29,8.49,0,1.37,0,0,0,2.19,16.71,13.7,7.12,6.58,22.47,15.62,106354,93500,13.42,50.41,37.53,6.3,6.85,24.66,4.11,95.89,16.82,88.86,49,0,21,33,24,85,154,74,391,440,11.14
"Block Group 1, Census Tract 27.02, Multnomah County, Oregon",410510027021,2702,1192,7524.301,0.158420039011764,87.58,1.17,0,1.68,0,4.36,5.2,0,15.72,24.76,30.79,20.24,3.88,4.63,11.93,9.67,4.59,3.28,6.56,4.92,5.57,6.07,3.28,5.57,0.82,14.1,2.79,3.93,14.75,7.38,6.72,59e3,37321,15.08,21.31,24.43,0.98,0.98,17.05,56.39,43.61,13.6,76.08,160,0,7,15,42,199,155,91,509,669,23.92
"Block Group 2, Census Tract 27.02, Multnomah County, Oregon",410510027022,2702,1759,10196.46,0.172510837888052,78.51,13.81,0.8,0.57,0,0.85,5.46,4.58,9.88,34.36,30.99,15.6,3.08,1.5,6.31,15.74,15.52,0,7.17,5.25,1.18,2.03,1.82,3.85,3.96,5.03,14.03,4.28,4.71,7.82,7.6,46579,26205,39.29,28.59,33.19,13.6,3,19.49,66.81,33.19,13.22,93.64,51,10,9,47,118,213,248,106,751,802,6.36
"Block Group 1, Census Tract 28.01, Multnomah County, Oregon",410510028011,2801,1814,10660.83,0.170155614620608,87.76,0,0,4.8,0,1.82,5.62,1.1,8.81,24.82,38.11,21.59,4.26,1.32,3.97,0,0,2.45,1.3,2.16,0,8.37,1.3,2.45,15.01,3.9,15.01,13.71,16.31,12.84,5.19,90179,88393,15.01,39.54,26.41,2.74,0,18.61,17.6,82.4,5.34,94.56,54,7,27,76,216,233,326,53,938,992,5.44
"Block Group 2, Census Tract 28.01, Multnomah County, Oregon",410510028012,2801,1193,6486.075,0.183932512428629,95.81,0,0.08,4.11,0,0,0,1.61,3.76,25.38,37.31,22.04,3.55,6.34,5.12,9.8,3.09,1.63,3.27,1.45,1.45,4.9,0,6.9,4.54,6.53,15.97,10.34,19.24,5.08,5.81,82578,49655,15.25,43.56,13.79,0,1.45,18.87,31.22,68.78,1.91,84.04,117,0,18,59,45,191,289,14,616,733,15.96
"Block Group 1, Census Tract 28.02, Multnomah County, Oregon",410510028021,2802,970,10619.46,0.0913417359462669,90.62,1.03,0,3.92,0,0,4.43,1.55,8.89,31.03,40.06,12.98,3.24,2.26,0,0,0,0,0,6.17,0,1.34,2.41,9.38,11.26,5.9,16.09,6.43,5.63,10.99,24.4,96750,54706,13.67,22.79,16.09,0,5.09,18.77,4.56,95.44,2.02,92.26,46,0,66,70,116,147,137,12,548,594,7.74
"Block Group 2, Census Tract 28.02, Multnomah County, Oregon",410510028022,2802,1045,9744.054,0.107244898431962,94.64,0,0,0,0,0,5.36,2.24,3.92,22.27,34.31,30.95,2.8,3.5,6.78,0,5.73,0,0,0,3.91,4.43,4.17,0,8.33,6.77,9.9,15.1,13.8,13.02,14.84,108462,46250,11.2,31.51,26.82,1.04,4.95,17.19,13.54,86.46,5.14,86.82,77,8,41,25,53,199,151,30,507,584,13.18
"Block Group 3, Census Tract 28.02, Multnomah County, Oregon",410510028023,2802,1134,6270.943,0.180834042474328,83.42,5.73,0.88,7.41,0,0.79,1.76,4.12,16.68,36.96,23.34,14.89,2.11,1.9,2.92,1.54,1.54,7.18,4.1,1.54,5.98,3.59,6.67,7.52,16.07,21.03,14.87,2.56,5.13,0.68,0,58006,46542,14.53,19.83,17.09,5.47,2.39,14.02,60.17,39.83,15.06,97.27,21,0,30,38,191,198,176,116,749,770,2.73
"Block Group 1, Census Tract 29.01, Multnomah County, Oregon",410510029011,2901,857,8092.857,0.105895857432544,84.25,0.93,0,4.2,0,5.37,5.25,7.82,20.3,21.35,29.77,20.75,0,0,4.24,3.09,0,2.84,0,2.58,7.99,4.9,9.54,10.31,2.84,21.91,10.31,0,10.57,2.84,10.31,65365,47292,14.43,26.55,17.78,4.9,2.58,10.57,31.7,68.3,0,86.9,68,0,0,29,42,277,103,0,451,519,13.1
"Block Group 2, Census Tract 29.01, Multnomah County, Oregon",410510029012,2901,899,7080.666,0.126965453121791,96.22,0,0,2.56,0,0,1.22,3.3,14.4,28.53,26.95,23.25,3.57,0,3.01,0,0,2.1,0,2.89,2.36,0,7.35,2.62,10.5,10.5,11.02,20.47,8.14,8.4,13.65,100694,61250,14.7,40.68,16.01,2.1,2.36,9.71,7.87,92.13,5.56,89.54,64,8,13,116,106,146,125,34,548,612,10.46
"Block Group 3, Census Tract 29.01, Multnomah County, Oregon",410510029013,2901,1028,8009.734,0.128343837886508,90.18,0.97,0,2.92,0,2.63,3.31,5.61,15.39,25.66,33.65,16.83,1.67,1.19,4.16,9.04,1.77,11.59,3.73,0,7.27,12.18,5.7,6.48,0,5.7,14.73,9.63,7.86,1.57,2.75,44145,30741,27.7,31.04,28.29,0,3.14,6.68,42.44,57.56,1.95,88.67,64,0,20,78,97,156,139,11,501,565,11.33
"Block Group 4, Census Tract 29.01, Multnomah County, Oregon",410510029014,2901,1555,6704.999,0.231916518532132,85.79,0,1.8,10.1,0,0,2.32,5.41,14.74,27.06,28.81,18.15,4.08,1.75,12.52,0,2.51,11,2.65,10.72,7.8,3.2,0,3.9,5.29,16.99,14.35,13.65,4.87,1.39,1.67,61050,51563,18.25,25.63,27.72,5.43,0,20.75,30.22,69.78,8.72,92.06,71,10,9,92,185,193,256,78,823,894,7.94
"Block Group 1, Census Tract 29.02, Multnomah County, Oregon",410510029021,2902,849,7722.266,0.109941822124272,78.68,0,0,10.01,0,3.65,7.66,5.87,19.73,25.3,36.75,12.35,0,0,4.7,9.75,0,12.81,5.01,0,0,0,0,4.46,8.36,10.03,16.71,23.12,0,5.29,4.46,72250,48438,8.64,13.09,15.6,0,2.51,13.09,38.16,61.84,3.03,91.98,45,61,20,79,80,122,137,17,516,561,8.02
"Block Group 2, Census Tract 29.02, Multnomah County, Oregon",410510029022,2902,765,6608.302,0.115763470718783,69.8,2.35,0,25.49,0,0,2.35,6.19,21.06,26.73,37.17,8.85,0,0,12.96,5,0,9.71,0,27.94,0,4.41,0,0,8.82,21.47,12.94,9.71,0,0,0,54286,38750,14.71,18.53,19.41,2.94,0,19.41,18.24,81.76,7.09,95.98,17,15,15,72,55,86,133,30,406,423,4.02
"Block Group 3, Census Tract 29.02, Multnomah County, Oregon",410510029023,2902,944,2932.648,0.321893383289807,86.02,2.12,0.64,11.23,0,0,0,4.88,10.8,45.24,20.18,11.57,7.33,0,8.89,4.34,0,2.81,0,20.92,9.69,0,4.08,3.32,9.18,2.81,11.73,9.18,3.57,7.14,11.22,55893,54821,10.97,28.83,18.11,2.55,8.16,12.76,26.53,73.47,3.9,90.6,53,0,50,59,64,147,169,22,511,564,9.4
"Block Group 4, Census Tract 29.02, Multnomah County, Oregon",410510029024,2902,1417,4876.874,0.290555014154506,81.23,4.09,0,2.54,0,3.46,8.68,2.87,24.62,37.64,16.76,11.88,4.89,1.34,12.17,4.12,4.24,5.24,4.37,12.36,0,15.86,8.86,10.99,10.74,8.86,8.11,4.99,0,1.25,0,41412,37500,9.86,20.6,16.98,3.87,1.62,12.61,81.4,18.6,6.81,81.12,158,0,58,158,100,124,182,57,679,837,18.88
"Block Group 5, Census Tract 29.02, Multnomah County, Oregon",410510029025,2902,1282,9558.444,0.134122243037419,88.69,3.12,1.72,2.5,0,3.98,0,5.18,22.15,26.52,31.3,7.93,3.76,3.15,2.33,0,2.6,0,6.86,2.6,2.23,4.82,0,10.95,8.16,18.74,16.14,5.19,16.33,5.38,0,73438,46716,14.66,27.83,22.08,0,0,16.33,9.09,90.91,10.01,92.27,54,0,19,46,165,103,242,70,645,699,7.73
"Block Group 1, Census Tract 29.03, Multnomah County, Oregon",410510029031,2903,1746,3019.854,0.578173721268207,69.01,17.35,0.29,12.37,0,0.11,0.86,3.35,15.11,48.53,21.32,9.56,0,2.12,13.37,16.62,1.36,8.31,2.59,1.36,2.18,10.9,10.63,1.63,0,8.72,4.9,16.76,7.9,3,3.13,41571,40030,24.11,24.66,38.96,3.68,0,22.62,44.69,55.31,18.54,91.22,72,0,20,73,83,197,223,152,748,820,8.78
"Block Group 2, Census Tract 29.03, Multnomah County, Oregon",410510029032,2903,679,3213.913,0.211268932520151,94.4,0,1.91,0,0,0,3.68,3.59,25.49,45.26,18.14,6.05,1.47,0,2.99,4.76,3.4,0,0,0,3.06,3.4,1.7,2.72,16.67,11.56,20.41,13.27,9.18,4.08,5.78,78300,56339,12.93,43.54,28.91,8.84,0,20.07,14.63,85.37,2.84,98.34,7,0,11,0,139,152,101,12,415,422,1.66
"Block Group 3, Census Tract 29.03, Multnomah County, Oregon",410510029033,2903,1708,12192.48,0.140086363334502,55.33,10.01,1.17,33.49,0,0,0,15.18,18.73,35.04,24.28,1.39,4.42,0.95,6.21,2.53,17.35,2.34,8.77,0,0,4.48,0,3.9,5.46,12.87,9.36,24.37,0,0,8.58,70031,49500,10.53,23.39,14.04,7.41,1.75,10.92,14.23,85.77,10.86,96.46,30,48,60,149,109,185,174,92,817,847,3.54
"Block Group 4, Census Tract 29.03, Multnomah County, Oregon",410510029034,2903,1646,8411.259,0.195690095861448,61.42,16.46,0.67,15.86,0,3.46,2.13,1.77,16.44,45.79,22.89,13.11,0,0,8.64,3.02,0,6.23,0,3.56,14.23,1.25,7.65,10.14,11.92,13.7,3.38,9.61,8.01,7.3,0,56833,63207,9.25,7.83,15.12,8.36,8.9,4.09,52.49,47.51,17.04,95.87,31,30,0,69,149,224,120,128,720,751,4.13
"Block Group 1, Census Tract 30, Multnomah County, Oregon",410510030001,3e3,1066,6937.7,0.153653221559328,84.71,9.01,0,4.6,1.69,0,0,0,13.48,26.97,30.79,20.29,6.44,2.03,4.71,0,1.66,10.56,2.07,0,0,3.52,1.66,5.18,15.32,5.18,18.43,18.63,9.52,8.28,0,82448,50662,8.9,40.79,19.67,5.18,1.66,4.76,20.7,79.3,4.1,83.47,117,10,12,73,181,126,160,29,591,708,16.53
"Block Group 2, Census Tract 30, Multnomah County, Oregon",410510030002,3e3,1554,9830.881,0.158073319258622,84.11,0.9,0,4.44,0,1.87,8.69,1.81,9.93,23.49,41.45,17.96,3.8,1.55,5.12,6.29,1.32,1.49,0,1.49,5.46,1.16,1.66,5.46,1.16,12.91,10.6,7.95,18.21,14.4,10.43,105833,62778,14.57,32.78,21.19,3.15,0,17.88,20.53,79.47,6.28,88.88,101,0,47,69,119,282,233,57,807,908,11.12
"Block Group 3, Census Tract 30, Multnomah County, Oregon",410510030003,3e3,1307,7878.974,0.16588455236086,88.98,0.69,0,8.65,0,0.61,1.07,3.6,12.37,27.26,27.85,23.76,3.12,2.04,4.5,0,4.44,0,1.81,3.43,1.61,1.81,0,1.61,1.61,10.08,17.14,21.17,16.33,12.5,6.45,105957,94185,8.67,31.05,14.11,5.85,8.27,14.52,20.36,79.64,4.84,88.35,89,10,19,24,86,328,171,37,675,764,11.65
"Block Group 4, Census Tract 30, Multnomah County, Oregon",410510030004,3e3,1009,6609.301,0.152663641684826,83.85,11.4,0,0.79,0,0,3.96,1.62,3.11,29.19,36.08,17.84,7.57,4.59,3.24,0,0,0,8.49,2.39,0,0,4.24,0,6.37,7.16,17.24,13.53,11.67,15.92,13,111103,56250,22.28,58.89,40.32,7.16,0,29.18,0,100,7.69,83.23,85,0,0,19,74,157,133,39,422,507,16.77
"Block Group 1, Census Tract 31, Multnomah County, Oregon",410510031001,3100,1446,11490.57,0.125842281894742,85.62,4.98,0,0.97,0,3.32,5.12,0,11.33,24.57,47.33,13.06,1.72,1.99,4.88,11.79,4.52,4.85,1.45,0,1.62,1.62,1.13,0,12.44,13.89,15.02,17.61,5.17,7.27,1.62,72772,63875,15.51,22.62,11.63,0.97,8.08,3.88,54.28,45.72,4.19,91.62,80,0,51,130,183,246,225,40,875,955,8.38
