X,Y,Date_Inventoried,Species,Condition,Neighborhood,Family,Genus,Common,Size
-122.583716752183,45.5118846946633,2015-08-19,PY,Good,MONTAVILLA,Rosaceae,Pyrus,pear,M
-122.561826097792,45.4938944928005,2015-08-01,GIBI,Poor,POWELLHURST-GILBERT,Ginkgoaceae,Ginkgo,ginkgo,L
-122.666954703902,45.5691699063459,2013-07-20,MG,Fair,PIEDMONT,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.621764856516,45.5458125710159,NA,ACRU,Good,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.647839514057,45.559297744093,2015-05-15,PI,Fair,VERNON,Pinaceae,Pinus,pine,L
-122.525081950196,45.5373202313655,2016-05-18,PC,Poor,RUSSELL,Pinaceae,Picea,spruce,L
-122.649460167356,45.5485558797337,2015-06-27,PRPL,Fair,SABIN,Rosaceae,Prunus,plum,S
-122.648713604473,45.5228144314274,2015-09-19,GIBI,Fair,BUCKMAN,Ginkgoaceae,Ginkgo,ginkgo,L
-122.648933477918,45.5104864808783,2012-06-30,ACPL,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, Norway",M
-122.628330062616,45.4711506060822,2011-06-25,ACPL,Poor,EASTMORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.679971122587,45.5103155054431,2013-10-08,ACPL,Fair,DOWNTOWN,Sapindaceae,Acer,"maple, Norway",M
-122.661545034888,45.5903354886335,2016-07-28,AL,Fair,EAST COLUMBIA,Betulaceae,Alnus,alder,M
-122.604745234108,45.4742932020077,2016-05-27,PSME,Fair,BRENTWOOD-DARLINGTON,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.543987749037,45.5578133683559,2015-08-15,ACPL,Fair,PARKROSE,Sapindaceae,Acer,"maple, Norway",M
-122.630216554358,45.5262256079126,2014-06-30,FR,Fair,LAURELHURST,Oleaceae,Fraxinus,ash,M
-122.723285875158,45.5873795988265,2013-08-03,CO,Good,PORTSMOUTH,Cornaceae,Cornus,dogwood,S
-122.62771489631,45.5083942875476,2013-08-24,ACPA,Good,RICHMOND,Sapindaceae,Acer,"maple, Japanese",S
-122.6012670256,45.5015953295856,2014-07-19,CM,Good,SOUTH TABOR,Theaceae,Camellia,camellia,S
-122.645134437005,45.4680332060811,2011-08-20,PRCH,Fair,SELLWOOD-MORELAND,Rosaceae,Prunus,cherry,S
-122.673845752312,45.5658176020643,NA,MG,Fair,HUMBOLDT,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.551186837842,45.4834873827007,2015-06-27,QUEV,Good,POWELLHURST-GILBERT,Fagaceae,Quercus,"oak, evergreen",M
-122.633626409157,45.5365045926954,2016-08-13,AC,Fair,GRANT PARK,Sapindaceae,Acer,"maple, other",M
-122.614844911101,45.5553101347743,2014-07-16,LITU,Good,CULLY,Magnoliaceae,Liriodendron,tulip poplar,L
-122.654631033625,45.5359817184545,2015-08-15,ACPA,Fair,IRVINGTON,Sapindaceae,Acer,"maple, Japanese",S
-122.608569278729,45.5462588409461,2016-08-24,PRCH,Fair,ROSE CITY PARK,Rosaceae,Prunus,cherry,S
-122.692514285425,45.5806948063228,2011-10-03,MGGR,Good,KENTON,Magnoliaceae,Magnolia,"magnolia, evergreen",M
-122.632751969297,45.5227904979006,2014-06-05,ACRU,Good,KERNS,Sapindaceae,Acer,"maple, red",M
-122.531654329344,45.51679720267,2015-10-21,CR,Fair,MILL PARK,Rosaceae,Crataegus,hawthorn,S
-122.61091012307,45.5100208618708,2015-10-01,CO,Fair,MT. TABOR,Cornaceae,Cornus,dogwood,S
-122.643856605073,45.4656965286781,2011-09-16,ACRU,Fair,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, red",M
-122.630572576468,45.475047762593,2011-06-25,CR,Good,EASTMORELAND,Rosaceae,Crataegus,hawthorn,S
-122.685420718123,45.5796012761252,2011-07-30,CO,Fair,KENTON,Cornaceae,Cornus,dogwood,S
-122.672402508197,45.5543974740776,2014-08-06,MAAM,Fair,BOISE,Leguminosae,Maackia,Amur maackia,M
-122.621018373583,45.5411166960414,NA,UL,Fair,GRANT PARK,Ulmaceae,Ulmuys,elm,L
-122.689118886315,45.5202937711207,NA,ACRU,Fair,GOOSE HOLLOW,Sapindaceae,Acer,"maple, red",M
-122.654772908151,45.5221024230592,2015-09-19,TI,Fair,BUCKMAN,Malvaceae,Tilia,linden,L
-122.733713288109,45.5848264270186,2016-09-07,QU,Good,UNIVERSITY PARK,Fagaceae,Quercus,"oak, deciduous",L
-122.50038673842,45.5343626067751,2016-08-04,AC,Fair,WILKES,Sapindaceae,Acer,"maple, other",M
-122.620300388804,45.5082470899824,2013-10-21,PRPL,Fair,RICHMOND,Rosaceae,Prunus,plum,S
-122.614066434669,45.5222520327091,2015-06-24,ACGR,Fair,NORTH TABOR,Sapindaceae,Acer,"maple, paperbark",S
-122.633671829775,45.5447382316799,2016-08-03,ACPL,Fair,ALAMEDA,Sapindaceae,Acer,"maple, Norway",M
-122.636827364331,45.5582418200729,2010-10-22,MA,Good,CONCORDIA,Rosaceae,Malus,crabapple,S
-122.602651823526,45.4892991672126,2013-08-24,AC,Good,WOODSTOCK,Sapindaceae,Acer,"maple, other",M
-122.634519230345,45.4703526432795,2011-06-25,ACSA,Good,EASTMORELAND,Sapindaceae,Acer,"maple, silver",L
-122.727758593246,45.4603281048156,2016-08-26,GIBI,Fair,ASH CREEK,Ginkgoaceae,Ginkgo,ginkgo,L
-122.771816695426,45.6261637585156,2014-08-19,TI,Good,ST. JOHNS,Malvaceae,Tilia,linden,L
-122.676726514681,45.5475231113121,2014-09-06,PRPL,Poor,BOISE,Rosaceae,Prunus,plum,S
-122.697402649503,45.5736223025529,2013-10-13,AC,Good,ARBOR LODGE,Sapindaceae,Acer,"maple, other",M
-122.584605619886,45.5289221968025,2015-06-11,ACRU,Fair,MONTAVILLA,Sapindaceae,Acer,"maple, red",M
-122.653632315438,45.5565477349238,2015-07-22,PRCH,Fair,KING,Rosaceae,Prunus,cherry,S
-122.642072970432,45.546904423825,2015-07-29,ACPL,Fair,IRVINGTON,Sapindaceae,Acer,"maple, Norway",M
-122.690345639141,45.5174540660426,2016-05-03,PY,Fair,GOOSE HOLLOW,Rosaceae,Pyrus,pear,M
-122.745510869024,45.6020271332515,2014-08-29,AC,Fair,ST. JOHNS,Sapindaceae,Acer,"maple, other",M
-122.690407970544,45.559026592094,2011-06-25,ACSA,Good,OVERLOOK,Sapindaceae,Acer,"maple, silver",L
-122.659833214266,45.5673506828371,2015-09-26,PRPL,Fair,WOODLAWN,Rosaceae,Prunus,plum,S
-122.669698993315,45.5958995815861,2016-07-28,QU,Fair,EAST COLUMBIA,Fagaceae,Quercus,"oak, deciduous",L
-122.685182427417,45.5545638544937,2011-08-27,ACPL,Good,OVERLOOK,Sapindaceae,Acer,"maple, Norway",M
-122.741621188098,45.5897007790732,2011-09-23,FR,Poor,ST. JOHNS,Oleaceae,Fraxinus,ash,M
-122.626421933155,45.5299483978163,2014-07-13,FR,Good,LAURELHURST,Oleaceae,Fraxinus,ash,M
-122.525538229682,45.480528174489,2015-07-01,PY,Fair,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.649271450179,45.5539189577981,2015-08-12,MGGR,Good,SABIN,Magnoliaceae,Magnolia,"magnolia, evergreen",M
-122.635270903744,45.5345128124414,2014-07-12,PRCH,Fair,SULLIVAN'S GULCH,Rosaceae,Prunus,cherry,S
-122.763629051973,45.5967078659595,2013-06-29,AB,Good,CATHEDRAL PARK,Pinaceae,Abies,fir,L
-122.596496313874,45.47729458012,2015-09-23,PSME,Fair,MT. SCOTT-ARLETA,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.687505089856,45.5242382952578,2012-09-26,PY,Good,NORTHWEST DISTRICT,Rosaceae,Pyrus,pear,M
-122.649359231752,45.5603914853674,2015-05-19,AC,Poor,VERNON,Sapindaceae,Acer,"maple, other",M
-122.626280766502,45.5473527441569,NA,ACPL,Good,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, Norway",M
-122.69567404925,45.5670978036476,2013-09-14,STJA,Good,ARBOR LODGE,Styracaceae,Styrax,snowbell,S
-122.566201637031,45.5132822536661,2015-07-03,ACMA,Fair,MONTAVILLA,Sapindaceae,Acer,"maple, bigleaf",L
-122.516871437432,45.5087596394876,2015-07-10,CO,Good,CENTENNIAL,Cornaceae,Cornus,dogwood,S
-122.57145801483,45.5086597830962,2015-07-01,CO,Fair,MONTAVILLA,Cornaceae,Cornus,dogwood,S
-122.64383639208,45.5048769608532,2012-06-30,ACRU,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, red",M
-122.706944616435,45.5362020792682,2012-08-25,ACPL,Good,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, Norway",M
-122.666637975001,45.5371788435596,2014-05-28,ACPL,Fair,ELIOT,Sapindaceae,Acer,"maple, Norway",M
-122.586421337857,45.5353801785263,2015-07-13,ACPL,Good,MONTAVILLA,Sapindaceae,Acer,"maple, Norway",M
-122.653528123441,45.4622436867284,2011-09-22,PRPL,Poor,SELLWOOD-MORELAND,Rosaceae,Prunus,plum,S
-122.600862575313,45.4772614642017,2015-09-28,FR,Good,MT. SCOTT-ARLETA,Oleaceae,Fraxinus,ash,M
-122.730504490643,45.4617487368367,2016-08-26,PRPL,Poor,ASH CREEK,Rosaceae,Prunus,plum,S
-122.631783687829,45.5081899234653,2013-07-24,STJA,Good,RICHMOND,Styracaceae,Styrax,snowbell,S
-122.611243270479,45.5336146218271,NA,AC,Fair,ROSE CITY PARK,Sapindaceae,Acer,"maple, other",M
-122.584479630269,45.5372035663005,2016-07-20,PRCH,Good,MADISON SOUTH,Rosaceae,Prunus,cherry,S
-122.687637033507,45.4778931393984,2016-07-06,CO,Fair,HILLSDALE,Cornaceae,Cornus,dogwood,S
-122.594351345385,45.5511719810648,2015-07-10,PRPL,Poor,ROSEWAY,Rosaceae,Prunus,plum,S
-122.725754423101,45.5778793186372,2016-09-02,MA,Fair,UNIVERSITY PARK,Rosaceae,Malus,crabapple,S
-122.687284586692,45.5803118617,2011-06-25,PRCH,Fair,KENTON,Rosaceae,Prunus,cherry,S
-122.643527907019,45.5044746363839,2012-07-21,PY,Good,HOSFORD-ABERNETHY,Rosaceae,Pyrus,pear,M
-122.634276392368,45.5034888190714,2013-08-17,PRPL,Poor,RICHMOND,Rosaceae,Prunus,plum,S
-122.618860517863,45.546242966988,2016-08-22,ACRU,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.714687028782,45.5340263989724,2012-07-28,UL,Good,NORTHWEST DISTRICT,Ulmaceae,Ulmuys,elm,L
-122.612357665624,45.4760761258782,2016-06-20,ACSA,Fair,BRENTWOOD-DARLINGTON,Sapindaceae,Acer,"maple, silver",L
-122.625029476193,45.4650646096643,2011-06-25,MA,Fair,EASTMORELAND,Rosaceae,Malus,crabapple,S
-122.721817312027,45.4432238755495,2014-07-21,ACMA,Fair,WEST PORTLAND PARK,Sapindaceae,Acer,"maple, bigleaf",L
-122.730931220946,45.5858181437541,2013-08-03,MA,Good,PORTSMOUTH,Rosaceae,Malus,crabapple,S
-122.634794615184,45.5221838346346,2014-06-05,SEGI,Good,KERNS,Taxodiaceae,Sequoiadendron,giant sequoia,L
-122.657276334083,45.5674671117671,2015-09-26,STJA,Fair,WOODLAWN,Styracaceae,Styrax,snowbell,S
-122.540057618771,45.4868595692884,2015-07-17,PRPL,Fair,POWELLHURST-GILBERT,Rosaceae,Prunus,plum,S
-122.6500941363,45.5668572394915,2015-09-26,PY,Fair,WOODLAWN,Rosaceae,Pyrus,pear,M
-122.711859825767,45.5253957724912,2016-06-02,CH,Fair,HILLSIDE,Cupressaceae,Chamaecyparis,false cypress,M
-122.67859209454,45.5045515335147,2015-05-06,UL,Good,SOUTH PORTLAND,Ulmaceae,Ulmuys,elm,L
-122.679443789956,45.5224168718644,2013-09-21,ACRU,Fair,DOWNTOWN,Sapindaceae,Acer,"maple, red",M
-122.57801961599,45.4805417006281,2016-07-13,PRCH,Fair,LENTS,Rosaceae,Prunus,cherry,S
-122.753929100129,45.5867353818322,2013-08-13,PSME,Fair,CATHEDRAL PARK,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.627559189525,45.5599699460315,2010-08-21,MA,Good,CONCORDIA,Rosaceae,Malus,crabapple,S
-122.650968163833,45.5151163682673,2015-08-03,PAPE,Fair,BUCKMAN,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.629726280825,45.5629856225032,2010-08-21,AC,Good,CONCORDIA,Sapindaceae,Acer,"maple, other",M
-122.603046273767,45.5048887315351,2014-07-19,AC,Fair,SOUTH TABOR,Sapindaceae,Acer,"maple, other",M
-122.555774964291,45.480049363447,2016-07-15,ACRU,Fair,LENTS,Sapindaceae,Acer,"maple, red",M
-122.544920083521,45.525093227629,2015-10-06,BE,Fair,HAZELWOOD,Betulaceae,Betula,birch,M
-122.58773943767,45.4751205846705,2016-06-16,JU,Fair,BRENTWOOD-DARLINGTON,Juglandaceae,Juglans,walnut,L
-122.658763291118,45.5617744094554,2015-09-12,STJA,Fair,KING,Styracaceae,Styrax,snowbell,S
-122.603817112723,45.4923401383539,2016-08-20,ACPL,Fair,CRESTON-KENILWORTH,Sapindaceae,Acer,"maple, Norway",M
-122.748021926144,45.5906145534841,2011-09-30,BE,Good,ST. JOHNS,Betulaceae,Betula,birch,M
-122.70255305754,45.5284153720878,2012-08-25,PRCH,Good,NORTHWEST DISTRICT,Rosaceae,Prunus,cherry,S
-122.659808462985,45.5600746147704,2015-09-12,ACGR,Good,KING,Sapindaceae,Acer,"maple, paperbark",S
-122.659470442215,45.5471244794933,2014-09-06,ACGR,Good,ELIOT,Sapindaceae,Acer,"maple, paperbark",S
-122.524527489341,45.4907918551583,2015-07-14,GLTR,Good,POWELLHURST-GILBERT,Leguminosae,Gleditsia,honey locust,L
-122.721387387315,45.4523802940746,2014-07-29,ACPL,Fair,WEST PORTLAND PARK,Sapindaceae,Acer,"maple, Norway",M
-122.683415464609,45.5324182684787,2016-05-06,FR,Fair,PEARL,Oleaceae,Fraxinus,ash,M
-122.672157613077,45.5345153307056,2014-10-08,CR,Fair,ELIOT,Rosaceae,Crataegus,hawthorn,S
-122.651860264572,45.4563299573911,2011-07-13,ACPL,Fair,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.62959440904,45.5555411011573,2016-08-22,PRCH,Good,BEAUMONT-WILSHIRE,Rosaceae,Prunus,cherry,S
-122.591107592675,45.4842838079451,2015-07-11,CO,Fair,MT. SCOTT-ARLETA,Cornaceae,Cornus,dogwood,S
-122.67307268823,45.5584035906045,2016-08-27,ACPL,Fair,HUMBOLDT,Sapindaceae,Acer,"maple, Norway",M
-122.613197495193,45.5115070007153,2013-08-08,ACGR,Good,RICHMOND,Sapindaceae,Acer,"maple, paperbark",S
-122.615387474668,45.4718679830017,2016-08-05,PRPL,Fair,BRENTWOOD-DARLINGTON,Rosaceae,Prunus,plum,S
-122.559672229693,45.503693585534,2015-08-06,AC,Fair,POWELLHURST-GILBERT,Sapindaceae,Acer,"maple, other",M
-122.613804786868,45.5430101991459,NA,TI,Fair,ROSE CITY PARK,Malvaceae,Tilia,linden,L
-122.733371621976,45.6239041398663,2014-08-13,QU,Fair,ST. JOHNS,Fagaceae,Quercus,"oak, deciduous",L
-122.561430742049,45.4639827743199,2016-07-18,QU,Fair,LENTS,Fagaceae,Quercus,"oak, deciduous",L
-122.598258674613,45.5533042483142,2015-07-09,ACRU,Fair,ROSEWAY,Sapindaceae,Acer,"maple, red",M
-122.611243633399,45.5317943075111,NA,AC,Fair,ROSE CITY PARK,Sapindaceae,Acer,"maple, other",M
-122.692756031051,45.5663132355521,2011-06-25,UL,Fair,OVERLOOK,Ulmaceae,Ulmuys,elm,L
-122.723448662464,45.5741889161615,2016-09-02,CO,Fair,UNIVERSITY PARK,Cornaceae,Cornus,dogwood,S
-122.508519100448,45.5369449085456,2016-08-04,PY,Fair,WILKES,Rosaceae,Pyrus,pear,M
-122.653615392975,45.536053388276,2015-08-15,CR,Fair,IRVINGTON,Rosaceae,Crataegus,hawthorn,S
-122.572321462006,45.5087775612165,2015-07-25,PRPL,Fair,MONTAVILLA,Rosaceae,Prunus,plum,S
-122.584739639543,45.5504947796939,2015-09-03,MG,Fair,ROSEWAY,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.706018445292,45.536131854985,2012-07-28,ACPL,Poor,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, Norway",M
-122.696374478253,45.5259956211695,2012-08-29,PRCH,Poor,NORTHWEST DISTRICT,Rosaceae,Prunus,cherry,S
-122.680403301172,45.5292043622401,NA,ACRU,Fair,PEARL,Sapindaceae,Acer,"maple, red",M
-122.628164970234,45.4876534863259,2016-07-27,ACPA,Fair,REED,Sapindaceae,Acer,"maple, Japanese",S
-122.704621213784,45.5699959741561,2015-10-26,FR,Good,OVERLOOK,Oleaceae,Fraxinus,ash,M
-122.656921365697,45.4602596760878,2011-09-13,TI,Good,SELLWOOD-MORELAND,Malvaceae,Tilia,linden,L
-122.643088449385,45.533911114588,2014-08-23,STJA,Poor,SULLIVAN'S GULCH,Styracaceae,Styrax,snowbell,S
-122.627868227949,45.5456521822904,2016-07-19,AC,Fair,ALAMEDA,Sapindaceae,Acer,"maple, other",M
-122.678484336232,45.4959191695412,2016-08-10,PRPL,Fair,HOMESTEAD,Rosaceae,Prunus,plum,S
-122.677642297706,45.5096905155411,2013-10-08,ACPL,Fair,DOWNTOWN,Sapindaceae,Acer,"maple, Norway",M
-122.632439816414,45.5310975786809,2014-07-12,ACGR,Good,KERNS,Sapindaceae,Acer,"maple, paperbark",S
-122.536820455203,45.5223742522935,2015-06-30,CA,Fair,HAZELWOOD,Betulaceae,Carpinus,hornbeam,M
-122.650398412754,45.5386971914374,2015-09-12,ACPL,Fair,IRVINGTON,Sapindaceae,Acer,"maple, Norway",M
-122.683416507553,45.4909536188792,2016-08-10,ARME,Fair,HOMESTEAD,Ericaceae,Arbutus,madrone,M
-122.699628949662,45.5116790930533,2016-09-01,BE,Fair,SOUTHWEST HILLS,Betulaceae,Betula,birch,M
-122.581396691265,45.5250493217911,2015-08-13,ACGR,Good,MONTAVILLA,Sapindaceae,Acer,"maple, paperbark",S
-122.686755408921,45.5591920920765,2011-06-25,STJA,Good,OVERLOOK,Styracaceae,Styrax,snowbell,S
-122.630623773252,45.5498974727244,NA,TI,Good,BEAUMONT-WILSHIRE,Malvaceae,Tilia,linden,L
-122.597285087695,45.5484779109914,2015-09-02,CO,Fair,ROSEWAY,Cornaceae,Cornus,dogwood,S
-122.642330878546,45.5136580352862,2015-06-20,ACPL,Good,BUCKMAN,Sapindaceae,Acer,"maple, Norway",M
-122.757722214856,45.5910310004826,2013-06-29,PRCH,Good,CATHEDRAL PARK,Rosaceae,Prunus,cherry,S
-122.591001591471,45.5456144315247,2015-07-02,MG,Fair,ROSEWAY,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.527445673728,45.4913191583148,2015-07-17,CEOC,Fair,POWELLHURST-GILBERT,Cannabaceae,Celtis,hackberry,L
-122.581814868708,45.5246690879848,2015-06-13,CY,Good,MONTAVILLA,Betulaceae,Corylus,hazelnut,S
-122.682088905361,45.5239351815141,2016-05-11,ACRU,Fair,PEARL,Sapindaceae,Acer,"maple, red",M
-122.757424943464,45.5913048204779,2013-06-29,LIST,Good,CATHEDRAL PARK,Altingiaceae,Liquidambar,sweetgum,M
-122.576260996735,45.5151970710992,2015-08-19,AIAL,Good,MONTAVILLA,Simaroubaceae,Ailanthus,tree-of-heaven,M
-122.646545907708,45.5564145071377,2015-07-25,MA,Good,SABIN,Rosaceae,Malus,crabapple,S
-122.499392605234,45.5101362776866,2015-10-16,CO,Fair,CENTENNIAL,Cornaceae,Cornus,dogwood,S
-122.546263756573,45.5500211917222,2015-08-15,ACRU,Good,PARKROSE,Sapindaceae,Acer,"maple, red",M
-122.631641642623,45.5443092674384,NA,CR,Good,ALAMEDA,Rosaceae,Crataegus,hawthorn,S
-122.661001740093,45.5351729914931,2014-07-19,ACPL,Fair,ELIOT,Sapindaceae,Acer,"maple, Norway",M
-122.539008517673,45.5598537757929,2014-09-24,ACRU,Fair,PARKROSE,Sapindaceae,Acer,"maple, red",M
-122.664547061736,45.5585233679126,2015-09-23,AC,Fair,KING,Sapindaceae,Acer,"maple, other",M
-122.561244525782,45.533849337762,2015-09-18,PI,Fair,WOODLAND PARK,Pinaceae,Pinus,pine,L
-122.689301890206,45.5746753311183,2013-07-09,PRPL,Fair,ARBOR LODGE,Rosaceae,Prunus,plum,S
-122.649555678932,45.4833155480656,2011-07-16,ACRU,Fair,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, red",M
-122.636244411611,45.4932906350967,2016-08-11,NYSY,Good,CRESTON-KENILWORTH,Cornaceae,Nyssa,tupelo,M
-122.587988962707,45.4889459945123,2014-07-26,PRCH,Good,FOSTER-POWELL,Rosaceae,Prunus,cherry,S
-122.517922003682,45.4838034076671,2015-06-24,ACPL,Poor,POWELLHURST-GILBERT,Sapindaceae,Acer,"maple, Norway",M
-122.598971515639,45.4820260964088,2015-08-15,PRPL,Fair,MT. SCOTT-ARLETA,Rosaceae,Prunus,plum,S
-122.550331667743,45.5289952771013,2015-10-06,CA,Fair,HAZELWOOD,Betulaceae,Carpinus,hornbeam,M
-122.639816195825,45.5282423214999,2014-06-24,GIBI,Fair,KERNS,Ginkgoaceae,Ginkgo,ginkgo,L
-122.660619276072,45.520418236285,2015-09-24,ACPL,Fair,BUCKMAN,Sapindaceae,Acer,"maple, Norway",M
-122.522771697084,45.5479149755762,2016-05-23,LIST,Poor,ARGAY,Altingiaceae,Liquidambar,sweetgum,M
-122.616834357858,45.5457686542994,NA,GLTR,Fair,BEAUMONT-WILSHIRE,Leguminosae,Gleditsia,honey locust,L
-122.64656699027,45.5296674468953,2014-08-01,PI,Fair,KERNS,Pinaceae,Pinus,pine,L
-122.719971525646,45.5878681369001,2013-09-10,MA,Fair,PORTSMOUTH,Rosaceae,Malus,crabapple,S
-122.651108888516,45.46166499923,2011-09-14,TI,Fair,SELLWOOD-MORELAND,Malvaceae,Tilia,linden,L
-122.559520699176,45.505164676385,2014-09-11,STJA,Fair,HAZELWOOD,Styracaceae,Styrax,snowbell,S
-122.6417935827,45.5069952391361,2012-06-30,CO,Good,HOSFORD-ABERNETHY,Cornaceae,Cornus,dogwood,S
-122.697746429372,45.5261887264444,2012-09-08,ACRU,Poor,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, red",M
-122.58399238855,45.5325944746078,2015-06-20,PICH,Good,MONTAVILLA,Anacardiaceae,Pistacia,Chinese pistache,S
-122.621684415976,45.4883167803019,2013-05-03,PY,Good,WOODSTOCK,Rosaceae,Pyrus,pear,M
-122.61492383798,45.5407779961649,NA,PY,Fair,ROSE CITY PARK,Rosaceae,Pyrus,pear,M
-122.736098901788,45.5976378477102,2011-08-23,PRCH,Fair,ST. JOHNS,Rosaceae,Prunus,cherry,S
-122.547660469754,45.5232190737167,2015-10-09,MGGR,Good,HAZELWOOD,Magnoliaceae,Magnolia,"magnolia, evergreen",M
-122.673942725447,45.478171383967,NA,CR,Good,SOUTH PORTLAND,Rosaceae,Crataegus,hawthorn,S
-122.658759961962,45.5638769075121,2015-09-12,CR,Good,KING,Rosaceae,Crataegus,hawthorn,S
-122.718431575195,45.5911552996419,2013-09-07,GLTR,Good,PORTSMOUTH,Leguminosae,Gleditsia,honey locust,L
-122.632744978607,45.5513966216184,2016-08-11,PRCH,Fair,ALAMEDA,Rosaceae,Prunus,cherry,S
-122.598955564254,45.4875285607588,2015-09-25,AC,Good,MT. SCOTT-ARLETA,Sapindaceae,Acer,"maple, other",M
-122.733303871935,45.5775356259052,2016-09-07,ACPL,Fair,UNIVERSITY PARK,Sapindaceae,Acer,"maple, Norway",M
-122.706822762661,45.5210319899242,2014-07-10,CEJA,Good,ARLINGTON HEIGHTS,Cercidiphyllaceae,Cercidiphyllum,katsura,M
-122.643437349651,45.4806719589142,2011-07-22,FR,Good,SELLWOOD-MORELAND,Oleaceae,Fraxinus,ash,M
-122.685695729262,45.513634552982,2013-07-27,QU,Good,DOWNTOWN,Fagaceae,Quercus,"oak, deciduous",L
-122.683352569065,45.5305637849729,NA,GIBI,Good,PEARL,Ginkgoaceae,Ginkgo,ginkgo,L
-122.690726368515,45.5177610737944,2016-05-04,ACGR,Fair,GOOSE HOLLOW,Sapindaceae,Acer,"maple, paperbark",S
-122.64667595771,45.4838783648483,2011-07-16,ACGR,Good,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, paperbark",S
-122.674756189462,45.511500789981,2013-05-28,CO,Good,DOWNTOWN,Cornaceae,Cornus,dogwood,S
-122.610378274607,45.543684957109,NA,MEGL,Good,ROSE CITY PARK,Taxodiaceae,Metasequoia,dawn redwood,L
-122.639161385967,45.5495660620906,2016-07-27,PY,Fair,ALAMEDA,Rosaceae,Pyrus,pear,M
-122.727294436434,45.5887814709208,2013-08-03,IL,Fair,PORTSMOUTH,Aquifoliaceae,Ilex,holly,M
-122.529353955903,45.5298288881075,2014-09-09,CR,Poor,HAZELWOOD,Rosaceae,Crataegus,hawthorn,S
-122.568031908608,45.5580876705187,2015-05-29,QU,Fair,SUMNER,Fagaceae,Quercus,"oak, deciduous",L
-122.723317518314,45.5738705758831,2016-09-12,ACPL,Fair,UNIVERSITY PARK,Sapindaceae,Acer,"maple, Norway",M
-122.68004534499,45.56334106588,2011-07-07,MG,Good,OVERLOOK,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.52300236828,45.5512698150573,2016-05-25,CA,Fair,ARGAY,Betulaceae,Carpinus,hornbeam,M
-122.611474200389,45.4787895476018,2013-06-29,ACPL,Good,WOODSTOCK,Sapindaceae,Acer,"maple, Norway",M
-122.529218481874,45.5216324238952,2015-06-30,TS,Fair,HAZELWOOD,Pinaceae,Tsuga,hemlock,L
-122.620370456498,45.5024387309196,2013-08-17,ACPL,Good,RICHMOND,Sapindaceae,Acer,"maple, Norway",M
-122.636368149151,45.4742114156471,2011-06-25,ACPL,Good,EASTMORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.717528156582,45.5785576204055,2016-09-01,PRCH,Fair,UNIVERSITY PARK,Rosaceae,Prunus,cherry,S
-122.523579483747,45.5354854455365,2016-05-21,CR,Good,RUSSELL,Rosaceae,Crataegus,hawthorn,S
-122.693877286629,45.5785126270635,2011-08-10,ALJU,Good,KENTON,Leguminosae,Albizia,mimosa tree,M
-122.578588362753,45.497845018079,2015-08-06,PY,Fair,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.634975146013,45.5285605792321,2014-06-27,FR,Fair,KERNS,Oleaceae,Fraxinus,ash,M
-122.714862801235,45.5872326437878,2013-09-07,FR,Good,PORTSMOUTH,Oleaceae,Fraxinus,ash,M
-122.723209913618,45.4434617756671,2014-07-28,SA,Fair,WEST PORTLAND PARK,Salicaceae,Salix,willow,M
-122.50480626187,45.5107795268171,2015-10-14,AIAL,Fair,CENTENNIAL,Simaroubaceae,Ailanthus,tree-of-heaven,M
-122.556337936683,45.5264964537033,2014-09-12,PY,Fair,HAZELWOOD,Rosaceae,Pyrus,pear,M
-122.566130540766,45.5385706324483,2016-07-27,NYSY,Fair,MADISON SOUTH,Cornaceae,Nyssa,tupelo,M
-122.607136017592,45.5004766077328,2014-05-15,CL,Good,SOUTH TABOR,Verbenaceae,Clerodendrum,glorybower,S
-122.622488820482,45.5080240838299,2013-09-19,FR,Fair,RICHMOND,Oleaceae,Fraxinus,ash,M
